Backup job summary
 Report generated on Nov 10, 2022, 9:34:38 AM

Databases in SQL Server and Sybase Backup Jobs
"JobId","Server","Agent","Instance","BackupSet","Subclient","Type","Backup Type","Start Time","End Time","Storage Policy","Database Name","Database Size","Job status"
"2561681","ahp0759","SQL Server","AHP0759","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:51 AM","SP_FTCData_Dev","EXP_TEST","2729984","Completed"
"2561681","ahp0759","SQL Server","AHP0759","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:51 AM","SP_FTCData_Dev","ACA_IRS1095B","798720","Completed"
"2561681","ahp0759","SQL Server","AHP0759","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:51 AM","SP_FTCData_Dev","model","317440","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","model","286720","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","MoveItDB","275456","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","MonitoringPersistence","286720","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Pivotal_Siebel_Staging","1503232","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","MedicareRisk2015","1077248","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","MedicareRisk2012","389120","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Infa_POC","995328","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","AcuPrint","275456","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Callidus_PreStaging","1699840","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Callidus_Staging","2928640","Completed"
